ticker,period,metric,value,unit,source_url,verified
LUV,2009Q2,available_seat_miles,8703631.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238009000030/ex99_1.htm,True
LUV,2009Q3,available_seat_miles,24771016.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238009000040/ex99_1.htm,True
LUV,2009Q4,available_seat_miles,23505932.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238010000004/ex99_1.htm,True
LUV,2010Q1,available_seat_miles,22619460.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238010000025/ex99_1.htm,True
LUV,2010Q2,available_seat_miles,8823489.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238010000081/ex99_1.htm,True
LUV,2010Q3,available_seat_miles,25557692.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238010000092/ex99_1.htm,True
LUV,2010Q4,available_seat_miles,24788095.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238011000004/ex99_1.htm,True
LUV,2011Q2,available_seat_miles,31457412.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238011000064/ex99_1.htm,True
LUV,2011Q3,available_seat_miles,33318089.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238011000083/ex99_1.htm,True
LUV,2011Q4,available_seat_miles,31297561.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238012000004/ex99_1.htm,True
LUV,2012Q1,available_seat_miles,30632893.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238012000014/ex99_1.htm,True
LUV,2012Q2,available_seat_miles,33230589.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238012000085/ex99_1.htm,True
LUV,2012Q3,available_seat_miles,33080807.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238012000101/ex99_1.htm,True
LUV,2012Q4,available_seat_miles,31193395.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238013000007/ex99_1.htm,True
LUV,2013Q1,available_seat_miles,30801424.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238013000016/earningsrelease.htm,True
LUV,2013Q2,available_seat_miles,34231243.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238013000094/a6302013-earningsrelease.htm,True
LUV,2013Q4,available_seat_miles,31886318.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238014000004/a12312013-earningsrelease.htm,True
LUV,2014Q1,available_seat_miles,30474582.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238014000022/er3312014-earningsrelease.htm,True
LUV,2014Q2,available_seat_miles,11252402.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238014000143/ex991-august.htm,True
LUV,2014Q3,available_seat_miles,33785824.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238014000149/er-9302014xerdoc.htm,True
LUV,2014Q4,available_seat_miles,32647338.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238015000006/er-12312014xerdoc.htm,True
LUV,2015Q1,available_seat_miles,32297465.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238015000040/er-3312015xerdoc.htm,True
LUV,2015Q2,available_seat_miles,36476030.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238015000096/er-6302015xerdoc.htm,True
LUV,2015Q3,available_seat_miles,36360340.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238015000124/er-9302015xerdoc.htm,True
LUV,2015Q4,available_seat_miles,35367574.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238016000156/er-12312015xerdoc.htm,True
LUV,2016Q1,available_seat_miles,35268149.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238016000207/er-3312016xerdoc.htm,True
